family	donor_node	recipient_node	donor_is_terminal	recipient_is_terminal	sample_support_count	sample_support	recipient_class	recipient_order	donor_class	donor_order
soxc	node_128	node_114	False	False	3	0.03				
soxc	GCF_000202835.1	node_12	True	False	39	0.39			c__Alphaproteobacteria	o__Acetobacterales
soxc	node_3	GCF_016653635.2	False	True	1	0.01	c__Alphaproteobacteria	o__Azospirillales		
soxc	node_185	node_205	False	False	4	0.04				
soxc	node_3	node_86	False	False	4	0.04				
soxc	node_89	GCF_001659725.1	False	True	38	0.38	c__Gammaproteobacteria	o__Burkholderiales		
soxc	GCF_047549485.1	GCF_009746125.1	True	True	26	0.26	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxc	node_107	node_105	False	False	6	0.06				
soxc	GCF_000013885.1	GCF_024347215.1	True	True	1	0.01	c__Gammaproteobacteria	o__Pseudomonadales	c__Alphaproteobacteria	o__Rhizobiales
soxc	node_149	GCF_018282095.1	False	True	18	0.18	c__Alphaproteobacteria	o__Rhizobiales		
soxc	node_168	node_5	False	False	40	0.4				
soxc	node_66	node_70	False	False	7	0.07				
soxc	node_18	node_13	False	False	6	0.06				
soxc	node_3	GCF_003568845.1	False	True	1	0.01	c__Alphaproteobacteria	o__Azospirillales		
soxc	node_162	node_149	False	False	6	0.06				
soxc	GCF_029853695.1	node_151	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_026191725.2	GCF_032842945.2	True	True	11	0.11	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhizobiales
soxc	node_74	node_39	False	False	2	0.02				
soxc	GCF_000967425.1	GCF_900231165.1	True	True	22	0.22	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	node_16	node_3	False	False	2	0.02				
soxc	node_8	GCF_008630635.1	False	True	63	0.63	c__Gammaproteobacteria	o__Pseudomonadales		
soxc	node_3	GCF_027923555.1	False	True	2	0.02	c__Vulcanimicrobiia	o__Vulcanimicrobiales		
soxc	GCF_039645995.1	node_183	True	False	5	0.05			c__Campylobacteria	o__Campylobacterales
soxc	GCF_003568845.1	node_93	True	False	7	0.07			c__Alphaproteobacteria	o__Azospirillales
soxc	GCF_003574215.1	node_74	True	False	3	0.03			c__Gammaproteobacteria	o__Burkholderiales
soxc	GCF_016806125.1	GCF_029958925.1	True	True	10	0.1	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	node_163	node_63	False	False	1	0.01				
soxc	node_80	node_87	False	False	11	0.11				
soxc	GCF_024347215.1	node_211	True	False	2	0.02			c__Gammaproteobacteria	o__Pseudomonadales
soxc	GCF_018736085.1	node_83	True	False	2	0.02			c__Alphaproteobacteria	o__Rhizobiales
soxc	node_6	GCF_000013885.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales		
soxc	node_83	node_79	False	False	2	0.02				
soxc	node_83	node_4	False	False	1	0.01				
soxc	node_12	GCF_016653635.2	False	True	3	0.03	c__Alphaproteobacteria	o__Azospirillales		
soxc	node_83	GCF_003568845.1	False	True	3	0.03	c__Alphaproteobacteria	o__Azospirillales		
soxc	GCF_002119765.1	GCF_003966715.1	True	True	77	0.77	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	node_6	GCF_000143145.1	False	True	3	0.03	c__Alphaproteobacteria	o__Rhizobiales		
soxc	node_6	node_213	False	False	1	0.01				
soxc	GCF_003574215.1	node_39	True	False	18	0.18			c__Gammaproteobacteria	o__Burkholderiales
soxc	node_108	GCF_003403095.1	False	True	17	0.17	c__Alphaproteobacteria	o__Rhodospirillales		
soxc	node_88	node_84	False	False	16	0.16				
soxc	node_6	GCF_024347215.1	False	True	3	0.03	c__Gammaproteobacteria	o__Pseudomonadales		
soxc	GCF_000202835.1	node_88	True	False	13	0.13			c__Alphaproteobacteria	o__Acetobacterales
soxc	node_34	node_40	False	False	5	0.05				
soxc	node_128	GCF_026191725.2	False	True	11	0.11	c__Alphaproteobacteria	o__Rhizobiales		
soxc	node_56	node_164	False	False	1	0.01				
soxc	GCF_016653635.2	GCF_019203965.1	True	True	20	0.2	c__Alphaproteobacteria	o__Acetobacterales	c__Alphaproteobacteria	o__Azospirillales
soxc	node_33	node_27	False	False	6	0.06				
soxc	node_110	node_149	False	False	10	0.1				
soxc	node_153	GCF_003544895.1	False	True	7	0.07	c__Alphaproteobacteria	o__Rhodobacterales		
soxc	GCF_003544835.1	node_192	True	False	4	0.04			c__Campylobacteria	o__Campylobacterales
soxc	node_83	node_93	False	False	3	0.03				
soxc	node_12	GCF_000202835.1	False	True	13	0.13	c__Alphaproteobacteria	o__Acetobacterales		
soxc	node_29	node_27	False	False	2	0.02				
soxc	GCF_029853695.1	node_153	True	False	5	0.05			c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_000934605.2	node_57	True	False	3	0.03			c__Gammaproteobacteria	o__Burkholderiales
soxc	node_101	node_111	False	False	28	0.28				
soxc	GCF_050749815.1	GCF_033723955.1	True	True	1	0.01	c__Gammaproteobacteria	o__Pseudomonadales	c__Gammaproteobacteria	o__Xanthomonadales
soxc	node_5	GCF_001659725.1	False	True	2	0.02	c__Gammaproteobacteria	o__Burkholderiales		
soxc	GCF_016653635.2	node_210	True	False	5	0.05			c__Alphaproteobacteria	o__Azospirillales
soxc	node_19	GCF_000934605.2	False	True	6	0.06	c__Gammaproteobacteria	o__Burkholderiales		
soxc	GCF_002795845.1	node_7	True	False	2	0.02			c__Gammaproteobacteria	o__Pseudomonadales
soxc	node_171	node_174	False	False	6	0.06				
soxc	node_208	node_205	False	False	4	0.04				
soxc	node_210	node_83	False	False	2	0.02				
soxc	node_153	GCF_002504165.1	False	True	3	0.03	c__Alphaproteobacteria	o__Rhodobacterales		
soxc	GCF_033723955.1	node_19	True	False	3	0.03			c__Gammaproteobacteria	o__Pseudomonadales
soxc	node_211	GCF_003568845.1	False	True	21	0.21	c__Alphaproteobacteria	o__Azospirillales		
soxc	GCF_003544835.1	node_185	True	False	19	0.19			c__Campylobacteria	o__Campylobacterales
soxc	GCF_018736085.1	node_84	True	False	11	0.11			c__Alphaproteobacteria	o__Rhizobiales
soxc	node_130	node_131	False	False	1	0.01				
soxc	GCF_000968535.2	GCF_024347215.1	True	True	15	0.15	c__Gammaproteobacteria	o__Pseudomonadales	c__Gammaproteobacteria	o__Methylococcales
soxc	node_16	GCF_019203965.1	False	True	6	0.06	c__Alphaproteobacteria	o__Acetobacterales		
soxc	GCF_029853695.1	GCF_022788655.1	True	True	9	0.09	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	node_211	node_3	False	False	24	0.24				
soxc	node_32	GCF_041378895.1	False	True	19	0.19	c__Gammaproteobacteria	o__Burkholderiales		
soxc	GCF_026898155.1	node_165	True	False	9	0.09			c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_026013905.1	node_50	True	False	1	0.01			c__Gammaproteobacteria	o__Burkholderiales
soxc	node_31	GCF_001305595.1	False	True	8	0.08	c__Alphaproteobacteria	o__Azospirillales		
soxc	node_39	node_74	False	False	4	0.04				
soxc	GCF_008932115.1	GCF_000013885.1	True	True	17	0.17	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_018736085.1	GCF_000202835.1	True	True	5	0.05	c__Alphaproteobacteria	o__Acetobacterales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_003568845.1	node_78	True	False	3	0.03			c__Alphaproteobacteria	o__Azospirillales
soxc	node_16	GCF_018736085.1	False	True	2	0.02	c__Alphaproteobacteria	o__Rhizobiales		
soxc	GCF_019203965.1	GCF_016653635.2	True	True	51	0.51	c__Alphaproteobacteria	o__Azospirillales	c__Alphaproteobacteria	o__Acetobacterales
soxc	node_211	GCF_000968535.2	False	True	14	0.14	c__Gammaproteobacteria	o__Methylococcales		
soxc	node_63	GCF_000022145.1	False	True	6	0.06	c__Myxococcia	o__Myxococcales		
soxc	node_8	node_11	False	False	6	0.06				
soxc	node_211	GCF_008932115.1	False	True	18	0.18	c__Alphaproteobacteria	o__Rhizobiales		
soxc	node_153	node_156	False	False	7	0.07				
soxc	GCF_003544895.1	node_153	True	False	9	0.09			c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_001305595.1	node_109	True	False	5	0.05			c__Alphaproteobacteria	o__Azospirillales
soxc	node_79	node_93	False	False	17	0.17				
soxc	node_185	node_195	False	False	31	0.31				
soxc	node_63	node_20	False	False	3	0.03				
soxc	GCF_021044585.1	GCF_039645995.1	True	True	37	0.37	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxc	GCF_000154705.2	GCF_013358405.1	True	True	13	0.13	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_019203965.1	node_213	True	False	11	0.11			c__Alphaproteobacteria	o__Acetobacterales
soxc	GCF_022788655.1	GCF_003544895.1	True	True	5	0.05	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	node_63	node_31	False	False	6	0.06				
soxc	GCF_018736085.1	node_96	True	False	4	0.04			c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_018736085.1	node_12	True	False	3	0.03			c__Alphaproteobacteria	o__Rhizobiales
soxc	node_80	node_96	False	False	8	0.08				
soxc	GCF_000967425.1	node_105	True	False	6	0.06			c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_005234135.1	node_122	True	False	11	0.11			c__Alphaproteobacteria	o__Rhodobacterales
soxc	node_90	node_97	False	False	3	0.03				
soxc	node_32	node_39	False	False	1	0.01				
soxc	node_105	GCF_014495845.1	False	True	7	0.07	c__Alphaproteobacteria	o__Rhizobiales		
soxc	node_168	node_7	False	False	19	0.19				
soxc	GCF_000022145.1	node_61	True	False	5	0.05			c__Myxococcia	o__Myxococcales
soxc	node_89	GCF_008932115.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales		
soxc	node_36	node_34	False	False	5	0.05				
soxc	node_154	node_151	False	False	7	0.07				
soxc	node_156	GCF_022788655.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales		
soxc	GCF_002355335.1	node_82	True	False	2	0.02			c__Alphaproteobacteria	o__Rhizobiales
soxc	node_87	node_84	False	False	2	0.02				
soxc	GCF_000022145.1	node_19	True	False	16	0.16			c__Myxococcia	o__Myxococcales
soxc	node_121	node_122	False	False	1	0.01				
soxc	node_0	GCF_003568845.1	False	True	4	0.04	c__Alphaproteobacteria	o__Azospirillales		
soxc	node_37	GCF_040269895.1	False	True	6	0.06	c__Alphaproteobacteria	o__Rhizobiales		
soxc	GCF_008932115.1	node_210	True	False	2	0.02			c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_014495845.1	GCF_900231165.1	True	True	20	0.2	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_002355335.1	node_93	True	False	1	0.01			c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_029853695.1	node_156	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxc	node_0	node_89	False	False	1	0.01				
soxc	GCF_000202835.1	node_8	True	False	2	0.02			c__Alphaproteobacteria	o__Acetobacterales
soxc	GCF_000202835.1	node_87	True	False	2	0.02			c__Alphaproteobacteria	o__Acetobacterales
soxc	GCF_000202835.1	node_16	True	False	34	0.34			c__Alphaproteobacteria	o__Acetobacterales
soxc	node_80	GCF_018279705.1	False	True	37	0.37	c__Alphaproteobacteria	o__Rhizobiales		
soxc	GCF_001029105.3	node_59	True	False	24	0.24			c__Gammaproteobacteria	o__Burkholderiales
soxc	GCF_002355335.1	node_79	True	False	1	0.01			c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_016806125.1	node_125	True	False	10	0.1			c__Alphaproteobacteria	o__Rhodobacterales
soxc	node_156	GCF_003544895.1	False	True	3	0.03	c__Alphaproteobacteria	o__Rhodobacterales		
soxc	GCF_003568845.1	GCF_002355335.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Azospirillales
soxc	GCF_014495845.1	GCF_000967425.1	True	True	30	0.3	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_000022145.1	GCF_033723955.1	True	True	7	0.07	c__Gammaproteobacteria	o__Pseudomonadales	c__Myxococcia	o__Myxococcales
soxc	GCF_001029105.3	GCF_000815105.2	True	True	22	0.22	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxc	node_182	node_183	False	False	6	0.06				
soxc	node_7	node_161	False	False	15	0.15				
soxc	node_147	GCF_032842945.2	False	True	33	0.33	c__Alphaproteobacteria	o__Rhodobacterales		
soxc	GCF_018279705.1	GCF_030413175.1	True	True	38	0.38	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	node_156	node_153	False	False	4	0.04				
soxc	node_147	GCF_012932215.1	False	True	8	0.08	c__Alphaproteobacteria	o__Rhodobacterales		
soxc	node_128	node_147	False	False	7	0.07				
soxc	node_30	node_29	False	False	18	0.18				
soxc	node_201	node_195	False	False	19	0.19				
soxc	node_103	node_106	False	False	4	0.04				
soxc	GCF_009746125.1	GCF_047549485.1	True	True	21	0.21	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxc	node_28	node_75	False	False	7	0.07				
soxc	GCF_020510525.1	GCF_020510565.1	True	True	14	0.14	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxc	GCF_001889605.1	GCF_007922615.2	True	True	3	0.03	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	node_133	node_131	False	False	3	0.03				
soxc	node_55	node_31	False	False	4	0.04				
soxc	node_18	GCF_000934605.2	False	True	8	0.08	c__Gammaproteobacteria	o__Burkholderiales		
soxc	node_181	GCF_017357825.1	False	True	2	0.02	c__Campylobacteria	o__Campylobacterales		
soxc	GCF_000934605.2	node_58	True	False	21	0.21			c__Gammaproteobacteria	o__Burkholderiales
soxc	GCF_012932215.1	node_146	True	False	4	0.04			c__Alphaproteobacteria	o__Rhodobacterales
soxc	node_183	GCF_014931715.1	False	True	24	0.24	c__Campylobacteria	o__Campylobacterales		
soxc	GCF_009938015.1	GCF_000013885.1	True	True	36	0.36	c__Alphaproteobacteria	o__Rhizobiales	c__Gammaproteobacteria	o__Burkholderiales
soxc	GCF_019203965.1	node_210	True	False	23	0.23			c__Alphaproteobacteria	o__Acetobacterales
soxc	node_20	node_109	False	False	3	0.03				
soxc	node_23	node_35	False	False	2	0.02				
soxc	GCF_008932115.1	GCF_009938015.1	True	True	14	0.14	c__Gammaproteobacteria	o__Burkholderiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_022788655.1	node_156	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_000202835.1	node_9	True	False	6	0.06			c__Alphaproteobacteria	o__Acetobacterales
soxc	node_146	GCF_032842945.2	False	True	11	0.11	c__Alphaproteobacteria	o__Rhodobacterales		
soxc	GCF_000147355.1	node_174	True	False	12	0.12			c__Campylobacteria	o__Campylobacterales
soxc	node_146	GCF_044772865.1	False	True	7	0.07	c__Alphaproteobacteria	o__Rhodobacterales		
soxc	node_84	GCF_001693515.2	False	True	12	0.12	c__Alphaproteobacteria	o__Rhizobiales		
soxc	node_75	node_39	False	False	33	0.33				
soxc	GCF_024662015.1	node_149	True	False	12	0.12			c__Alphaproteobacteria	o__Thalassobaculales
soxc	node_126	node_133	False	False	2	0.02				
soxc	node_19	node_22	False	False	6	0.06				
soxc	node_168	node_14	False	False	3	0.03				
soxc	node_162	GCF_018282095.1	False	True	5	0.05	c__Alphaproteobacteria	o__Rhizobiales		
soxc	node_143	GCF_002504165.1	False	True	2	0.02	c__Alphaproteobacteria	o__Rhodobacterales		
soxc	node_211	node_81	False	False	1	0.01				
soxc	GCF_008630635.1	node_8	True	False	3	0.03			c__Gammaproteobacteria	o__Pseudomonadales
soxc	node_71	GCF_003065365.1	False	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales		
soxc	GCF_040790665.1	GCF_025639885.1	True	True	11	0.11	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	node_20	node_164	False	False	3	0.03				
soxc	node_98	node_79	False	False	19	0.19				
soxc	node_18	GCF_000022145.1	False	True	14	0.14	c__Myxococcia	o__Myxococcales		
soxc	node_211	node_89	False	False	21	0.21				
soxc	GCF_000013885.1	node_24	True	False	4	0.04			c__Alphaproteobacteria	o__Rhizobiales
soxc	node_123	node_148	False	False	7	0.07				
soxc	node_39	node_28	False	False	2	0.02				
soxc	node_18	node_20	False	False	4	0.04				
soxc	node_48	node_35	False	False	8	0.08				
soxc	GCF_007922615.2	node_106	True	False	2	0.02			c__Alphaproteobacteria	o__Rhizobiales
soxc	node_20	node_25	False	False	3	0.03				
soxc	GCF_000016345.1	GCF_018687595.1	True	True	3	0.03	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxc	GCF_000202835.1	node_84	True	False	31	0.31			c__Alphaproteobacteria	o__Acetobacterales
soxc	node_127	node_129	False	False	11	0.11				
soxc	node_18	node_61	False	False	11	0.11				
soxc	node_132	GCF_040790665.1	False	True	6	0.06	c__Alphaproteobacteria	o__Rhodobacterales		
soxc	node_81	node_163	False	False	1	0.01				
soxc	node_25	node_48	False	False	4	0.04				
soxc	node_153	node_142	False	False	1	0.01				
soxc	node_126	GCF_039724765.1	False	True	18	0.18	c__Alphaproteobacteria	o__Rhodobacterales		
soxc	node_14	node_11	False	False	1	0.01				
soxc	node_153	GCF_002865605.1	False	True	32	0.32	c__Alphaproteobacteria	o__Rhodobacterales		
soxc	node_14	node_160	False	False	2	0.02				
soxc	node_106	GCF_900231165.1	False	True	12	0.12	c__Alphaproteobacteria	o__Rhizobiales		
soxc	GCF_021044585.1	node_182	True	False	3	0.03			c__Campylobacteria	o__Campylobacterales
soxc	node_6	node_161	False	False	1	0.01				
soxc	node_116	GCF_018282095.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales		
soxc	node_128	GCF_032842945.2	False	True	7	0.07	c__Alphaproteobacteria	o__Rhodobacterales		
soxc	node_84	GCF_018736085.1	False	True	14	0.14	c__Alphaproteobacteria	o__Rhizobiales		
soxc	GCF_024662015.1	node_115	True	False	1	0.01			c__Alphaproteobacteria	o__Thalassobaculales
soxc	node_117	node_150	False	False	1	0.01				
soxc	GCF_007922615.2	GCF_001889605.1	True	True	12	0.12	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	node_148	node_153	False	False	1	0.01				
soxc	node_102	GCF_024662015.1	False	True	8	0.08	c__Alphaproteobacteria	o__Thalassobaculales		
soxc	GCF_030413175.1	node_87	True	False	3	0.03			c__Alphaproteobacteria	o__Rhizobiales
soxc	node_127	node_133	False	False	1	0.01				
soxc	node_18	node_25	False	False	1	0.01				
soxc	node_25	node_20	False	False	2	0.02				
soxc	node_37	GCF_001305595.1	False	True	5	0.05	c__Alphaproteobacteria	o__Azospirillales		
soxc	node_211	node_88	False	False	6	0.06				
soxc	GCF_024662015.1	GCF_003403095.1	True	True	9	0.09	c__Alphaproteobacteria	o__Rhodospirillales	c__Alphaproteobacteria	o__Thalassobaculales
soxc	node_25	node_35	False	False	3	0.03				
soxc	GCF_001187845.1	node_146	True	False	6	0.06			c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_032842945.2	GCF_012932215.1	True	True	6	0.06	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	node_211	node_78	False	False	8	0.08				
soxc	node_209	node_188	False	False	7	0.07				
soxc	node_79	GCF_003568845.1	False	True	13	0.13	c__Alphaproteobacteria	o__Azospirillales		
soxc	GCF_002504165.1	node_148	True	False	2	0.02			c__Alphaproteobacteria	o__Rhodobacterales
soxc	node_84	GCF_000202835.1	False	True	13	0.13	c__Alphaproteobacteria	o__Acetobacterales		
soxc	GCF_050749815.1	GCF_000934605.2	True	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Xanthomonadales
soxc	node_211	node_92	False	False	7	0.07				
soxc	node_113	GCF_012932215.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales		
soxc	GCF_000987835.1	node_177	True	False	8	0.08			c__Campylobacteria	o__Campylobacterales
soxc	node_211	GCF_050749815.1	False	True	6	0.06	c__Gammaproteobacteria	o__Xanthomonadales		
soxc	GCF_000934605.2	GCF_033723955.1	True	True	1	0.01	c__Gammaproteobacteria	o__Pseudomonadales	c__Gammaproteobacteria	o__Burkholderiales
soxc	node_132	node_146	False	False	1	0.01				
soxc	node_108	node_98	False	False	1	0.01				
soxc	GCF_000934605.2	GCF_000022145.1	True	True	1	0.01	c__Myxococcia	o__Myxococcales	c__Gammaproteobacteria	o__Burkholderiales
soxc	GCF_029853695.1	GCF_003544895.1	True	True	14	0.14	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_018282095.1	node_102	True	False	8	0.08			c__Alphaproteobacteria	o__Rhizobiales
soxc	node_110	node_80	False	False	1	0.01				
soxc	GCF_009938015.1	node_86	True	False	2	0.02			c__Gammaproteobacteria	o__Burkholderiales
soxc	node_92	GCF_009938015.1	False	True	2	0.02	c__Gammaproteobacteria	o__Burkholderiales		
soxc	node_171	node_173	False	False	12	0.12				
soxc	node_34	node_25	False	False	14	0.14				
soxc	node_173	GCF_000987835.1	False	True	9	0.09	c__Campylobacteria	o__Campylobacterales		
soxc	GCF_003544895.1	GCF_022788655.1	True	True	8	0.08	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	node_132	node_113	False	False	1	0.01				
soxc	GCF_018282095.1	GCF_003403095.1	True	True	13	0.13	c__Alphaproteobacteria	o__Rhodospirillales	c__Alphaproteobacteria	o__Rhizobiales
soxc	node_75	node_27	False	False	1	0.01				
soxc	GCF_000022145.1	node_18	True	False	3	0.03			c__Myxococcia	o__Myxococcales
soxc	node_56	node_31	False	False	2	0.02				
soxc	node_18	node_21	False	False	3	0.03				
soxc	node_75	GCF_003574215.1	False	True	6	0.06	c__Gammaproteobacteria	o__Burkholderiales		
