assembly_accession	n_cds	n_sox_hits	n_excluded_pseudogene_or_partial_sox_hits	n_distinct_sox_genes	sox_genes	n_mobile_features	sox_with_mobile_within_20kb	refseq_category	taxid	species_taxid	organism_name	assembly_level	group	genome_size	gc_percent	scaffold_count	contig_count	annotation_provider	annotation_date	ftp_path	gff_url	protein_url	genome_url	gtdb_accession	gtdb_lineage	gtdb_domain	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species	has_soxB	has_carrier_YZ	has_cytochrome_AX	has_dehydrogenase_CD	module_completeness	module_class	gtdb_mapped
GCF_001465545.3	5385	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	20	0	reference genome	93219	93219	Pandoraea norimbergensis	Complete Genome	bacteria	6167370	63.000000	1	1	NCBI RefSeq	2025-12-09	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/465/545/GCF_001465545.3_ASM146554v3/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/465/545/GCF_001465545.3_ASM146554v3//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/465/545/GCF_001465545.3_ASM146554v3//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/465/545/GCF_001465545.3_ASM146554v3//_genomic.fna.gz	RS_GCF_001465545.3	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pandoraea;s__Pandoraea norimbergensis	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Pandoraea	s__Pandoraea norimbergensis	True	True	True	True	4	complete	True
GCF_001465595.2	4990	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	59	0	reference genome	93218	93218	Pandoraea apista	Complete Genome	bacteria	5571260	62.500000	2	2	NCBI RefSeq	2026-03-05	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/465/595/GCF_001465595.2_ASM146559v2/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/465/595/GCF_001465595.2_ASM146559v2//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/465/595/GCF_001465595.2_ASM146559v2//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/465/595/GCF_001465595.2_ASM146559v2//_genomic.fna.gz	RS_GCF_001465595.2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pandoraea;s__Pandoraea apista	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Pandoraea	s__Pandoraea apista	True	True	True	True	4	complete	True
GCF_001579845.1	7746	11	0	6	soxa,soxb,soxc,soxx,soxy,soxz	77	1	reference genome	674703	674703	Rugositalea oryzae	Complete Genome	bacteria	8193889	63.500000	1	1	NCBI RefSeq	2025-08-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/579/845/GCF_001579845.1_ASM157984v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/579/845/GCF_001579845.1_ASM157984v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/579/845/GCF_001579845.1_ASM157984v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/579/845/GCF_001579845.1_ASM157984v1//_genomic.fna.gz	RS_GCF_001579845.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Z2-YC6860;s__Z2-YC6860 sp001579845	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Z2-YC6860	s__Z2-YC6860 sp001579845	True	True	True	True	4	complete	True
GCF_001587155.1	4843	5	0	5	soxa,soxb,soxx,soxy,soxz	55	5	reference genome	305	305	Ralstonia solanacearum	Complete Genome	bacteria	5530249	66.500000	2	2	NCBI RefSeq	2025-12-12	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/587/155/GCF_001587155.1_ASM158715v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/587/155/GCF_001587155.1_ASM158715v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/587/155/GCF_001587155.1_ASM158715v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/587/155/GCF_001587155.1_ASM158715v1//_genomic.fna.gz	RS_GCF_001587155.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia solanacearum	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Ralstonia	s__Ralstonia solanacearum	True	True	True	False	3	near_complete	True
GCF_001598055.1	6543	7	0	6	soxa,soxb,soxc,soxx,soxy,soxz	164	1	reference genome	1796606	1796606	Cupriavidus nantongensis	Chromosome	bacteria	7136420	66.500000	3	5	NCBI RefSeq	2026-03-03	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/598/055/GCF_001598055.1_ASM159805v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/598/055/GCF_001598055.1_ASM159805v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/598/055/GCF_001598055.1_ASM159805v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/598/055/GCF_001598055.1_ASM159805v1//_genomic.fna.gz	RS_GCF_001598055.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus nantongensis	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__Cupriavidus nantongensis	True	True	True	True	4	complete	True
GCF_001620265.1	4996	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	134	0	reference genome	1335048	1335048	Frigidibacter mobilis	Complete Genome	bacteria	4987611	66.500000	4	4	NCBI RefSeq	2026-03-03	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/620/265/GCF_001620265.1_ASM162026v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/620/265/GCF_001620265.1_ASM162026v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/620/265/GCF_001620265.1_ASM162026v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/620/265/GCF_001620265.1_ASM162026v1//_genomic.fna.gz	RS_GCF_001620265.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Frigidibacter;s__Frigidibacter mobilis	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Frigidibacter	s__Frigidibacter mobilis	True	True	True	True	4	complete	True
GCF_001633165.1	4121	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	61	0	reference genome	1188256	35806	Rhodovulum sulfidophilum DSM 1374	Complete Genome	bacteria	4347929	67.000000	3	3	NCBI RefSeq	2026-05-13	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/633/165/GCF_001633165.1_ASM163316v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/633/165/GCF_001633165.1_ASM163316v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/633/165/GCF_001633165.1_ASM163316v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/633/165/GCF_001633165.1_ASM163316v1//_genomic.fna.gz	RS_GCF_001633165.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodovulum;s__Rhodovulum sulfidophilum	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Rhodovulum	s__Rhodovulum sulfidophilum	True	True	True	True	4	complete	True
GCF_001642675.1	8537	15	0	6	soxa,soxb,soxc,soxx,soxy,soxz	141	6	reference genome	224911	1355477	Bradyrhizobium diazoefficiens USDA 110	Complete Genome	bacteria	9106064	64.000000	1	1	NCBI RefSeq	2025-04-07	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/642/675/GCF_001642675.1_ASM164267v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/642/675/GCF_001642675.1_ASM164267v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/642/675/GCF_001642675.1_ASM164267v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/642/675/GCF_001642675.1_ASM164267v1//_genomic.fna.gz	RS_GCF_001642675.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium diazoefficiens	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium diazoefficiens	True	True	True	True	4	complete	True
GCF_001659725.1	2280	9	0	6	soxa,soxb,soxc,soxx,soxy,soxz	27	0	reference genome	1743168	1743168	Polynucleobacter wuianus	Chromosome	bacteria	2232205	45.000000	1	2	NCBI RefSeq	2025-12-09	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/725/GCF_001659725.1_ASM165972v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/725/GCF_001659725.1_ASM165972v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/725/GCF_001659725.1_ASM165972v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/725/GCF_001659725.1_ASM165972v1//_genomic.fna.gz	RS_GCF_001659725.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__Polynucleobacter wuianus	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Polynucleobacter	s__Polynucleobacter wuianus	True	True	True	True	4	complete	True
GCF_001663815.1	2597	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	18	0	reference genome	1860122	1860122	Halothiobacillus diazotrophicus	Complete Genome	bacteria	2908964	60.500000	1	1	NCBI RefSeq	2025-12-09	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/815/GCF_001663815.1_ASM166381v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/815/GCF_001663815.1_ASM166381v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/815/GCF_001663815.1_ASM166381v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/815/GCF_001663815.1_ASM166381v1//_genomic.fna.gz	RS_GCF_001663815.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Halothiobacillales;f__Halothiobacillaceae;g__Halothiobacillus;s__Halothiobacillus diazotrophicus	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Halothiobacillales	f__Halothiobacillaceae	g__Halothiobacillus	s__Halothiobacillus diazotrophicus	True	True	True	True	4	complete	True
GCF_001663855.1	5836	5	0	5	soxa,soxb,soxx,soxy,soxz	67	0	reference genome	190721	190721	Ralstonia insidiosa	Complete Genome	bacteria	6177004	63.000000	4	4	NCBI RefSeq	2026-03-05	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/855/GCF_001663855.1_ASM166385v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/855/GCF_001663855.1_ASM166385v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/855/GCF_001663855.1_ASM166385v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/855/GCF_001663855.1_ASM166385v1//_genomic.fna.gz	RS_GCF_001663855.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia insidiosa	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Ralstonia	s__Ralstonia insidiosa	True	True	True	False	3	near_complete	True
GCF_001693385.1	7870	12	0	6	soxa,soxb,soxc,soxx,soxy,soxz	137	7	reference genome	1274631	1274631	Bradyrhizobium icense	Complete Genome	bacteria	8322773	62.000000	1	1	NCBI RefSeq	2025-03-05	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/693/385/GCF_001693385.1_ASM169338v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/693/385/GCF_001693385.1_ASM169338v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/693/385/GCF_001693385.1_ASM169338v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/693/385/GCF_001693385.1_ASM169338v1//_genomic.fna.gz	RS_GCF_001693385.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium icense	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium icense	True	True	True	True	4	complete	True
GCF_001693515.2	7864	9	0	6	soxa,soxb,soxc,soxx,soxy,soxz	154	0	reference genome	190148	190148	Bradyrhizobium paxllaeri	Complete Genome	bacteria	8377719	62.500000	1	1	NCBI RefSeq	2026-05-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/693/515/GCF_001693515.2_ASM169351v2/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/693/515/GCF_001693515.2_ASM169351v2//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/693/515/GCF_001693515.2_ASM169351v2//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/693/515/GCF_001693515.2_ASM169351v2//_genomic.fna.gz	RS_GCF_001693515.2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium paxllaeri	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium paxllaeri	True	True	True	True	4	complete	True
GCF_001705075.2	3078	7	0	5	soxa,soxb,soxx,soxy,soxz	114	5	reference genome	163359	163359	Acidiferrobacter thiooxydans	Complete Genome	bacteria	3302271	63.500000	1	1	NCBI RefSeq	2026-04-01	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/705/075/GCF_001705075.2_ASM170507v2/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/705/075/GCF_001705075.2_ASM170507v2//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/705/075/GCF_001705075.2_ASM170507v2//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/705/075/GCF_001705075.2_ASM170507v2//_genomic.fna.gz	RS_GCF_001705075.2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Acidiferrobacteraceae;g__Acidiferrobacter;s__Acidiferrobacter thiooxydans	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Acidiferrobacterales	f__Acidiferrobacteraceae	g__Acidiferrobacter	s__Acidiferrobacter thiooxydans	True	True	True	False	3	near_complete	True
GCF_001723605.1	3005	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	33	0	reference genome	1193502	194424	Sulfurospirillum halorespirans DSM 13726	Complete Genome	bacteria	3029840	41.500000	1	1	NCBI RefSeq	2026-03-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/723/605/GCF_001723605.1_ASM172360v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/723/605/GCF_001723605.1_ASM172360v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/723/605/GCF_001723605.1_ASM172360v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/723/605/GCF_001723605.1_ASM172360v1//_genomic.fna.gz	RS_GCF_001723605.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum;s__Sulfurospirillum halorespirans	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurospirillaceae	g__Sulfurospirillum	s__Sulfurospirillum halorespirans	True	True	True	True	4	complete	True
GCF_001747405.1	2575	5	0	5	soxa,soxb,soxx,soxy,soxz	55	3	reference genome	274537	274537	Chlorobaculum limnaeum	Complete Genome	bacteria	2797276	56.500000	1	1	NCBI RefSeq	2025-03-05	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/747/405/GCF_001747405.1_ASM174740v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/747/405/GCF_001747405.1_ASM174740v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/747/405/GCF_001747405.1_ASM174740v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/747/405/GCF_001747405.1_ASM174740v1//_genomic.fna.gz	RS_GCF_001747405.1	d__Bacteria;p__Bacteroidota;c__Chlorobiia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobaculum;s__Chlorobaculum limnaeum	d__Bacteria	p__Bacteroidota	c__Chlorobiia	o__Chlorobiales	f__Chlorobiaceae	g__Chlorobaculum	s__Chlorobaculum limnaeum	True	True	True	False	3	near_complete	True
GCF_001753165.1	3375	6	0	5	soxa,soxb,soxx,soxy,soxz	76	2	reference genome	2792603	2792603	Acidihalobacter aeolianus	Chromosome	bacteria	3526118	62.000000	2	3	NCBI RefSeq	2025-12-11	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/165/GCF_001753165.1_ASM175316v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/165/GCF_001753165.1_ASM175316v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/165/GCF_001753165.1_ASM175316v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/165/GCF_001753165.1_ASM175316v1//_genomic.fna.gz	RS_GCF_001753165.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__DSM-5130;f__Acidihalobacteraceae;g__Acidihalobacter;s__Acidihalobacter aeolianus	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__DSM-5130	f__Acidihalobacteraceae	g__Acidihalobacter	s__Acidihalobacter aeolianus	True	True	True	False	3	near_complete	True
GCF_001753245.1	3478	7	0	5	soxa,soxb,soxx,soxy,soxz	94	1	reference genome	2819280	2819280	Acidihalobacter yilgarnensis	Complete Genome	bacteria	3566941	60.000000	1	1	NCBI RefSeq	2025-12-09	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/245/GCF_001753245.1_ASM175324v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/245/GCF_001753245.1_ASM175324v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/245/GCF_001753245.1_ASM175324v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/245/GCF_001753245.1_ASM175324v1//_genomic.fna.gz	RS_GCF_001753245.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__DSM-5130;f__Acidihalobacteraceae;g__Acidihalobacter;s__Acidihalobacter yilgarnensis	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__DSM-5130	f__Acidihalobacteraceae	g__Acidihalobacter	s__Acidihalobacter yilgarnensis	True	True	True	False	3	near_complete	True
GCF_001761385.1	4559	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	40	0	reference genome	1763535	1763535	Hydrogenophaga crassostreae	Complete Genome	bacteria	4944132	61.500000	1	1	NCBI RefSeq	2025-12-11	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/761/385/GCF_001761385.1_ASM176138v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/761/385/GCF_001761385.1_ASM176138v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/761/385/GCF_001761385.1_ASM176138v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/761/385/GCF_001761385.1_ASM176138v1//_genomic.fna.gz	RS_GCF_001761385.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Hydrogenophaga;s__Hydrogenophaga crassostreae	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_C	g__Hydrogenophaga	s__Hydrogenophaga crassostreae	True	True	True	True	4	complete	True
GCF_001854125.1	3756	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	22	0	reference genome	1874317	1874317	Marinobacter salinus	Complete Genome	bacteria	4121005	56.000000	1	1	NCBI RefSeq	2026-03-05	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/125/GCF_001854125.1_ASM185412v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/125/GCF_001854125.1_ASM185412v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/125/GCF_001854125.1_ASM185412v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/125/GCF_001854125.1_ASM185412v1//_genomic.fna.gz	RS_GCF_001854125.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter salinus	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Oleiphilaceae	g__Marinobacter	s__Marinobacter salinus	True	True	True	True	4	complete	True
GCF_001854325.1	7141	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	42	0	reference genome	367825	367825	Cupriavidus malaysiensis	Complete Genome	bacteria	7949449	68.500000	3	3	NCBI RefSeq	2025-03-05	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/325/GCF_001854325.1_ASM185432v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/325/GCF_001854325.1_ASM185432v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/325/GCF_001854325.1_ASM185432v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/325/GCF_001854325.1_ASM185432v1//_genomic.fna.gz	RS_GCF_001854325.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus malaysiensis	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__Cupriavidus malaysiensis	True	True	True	True	4	complete	True
GCF_001870665.2	3668	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	32	0	reference genome	441209	119542	Roseinatronobacter bogoriensis subsp. barguzinensis	Complete Genome	bacteria	3899419	59.000000	1	1	NCBI RefSeq	2025-08-05	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/870/665/GCF_001870665.2_ASM187066v2/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/870/665/GCF_001870665.2_ASM187066v2//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/870/665/GCF_001870665.2_ASM187066v2//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/870/665/GCF_001870665.2_ASM187066v2//_genomic.fna.gz	RS_GCF_001870665.2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter bogoriensis	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Roseinatronobacter	s__Roseinatronobacter bogoriensis	True	True	True	True	4	complete	True
GCF_001888185.1	3951	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	38	0	reference genome	1844006	1844006	Phaeobacter porticola	Complete Genome	bacteria	4207221	58.500000	6	6	NCBI RefSeq	2026-03-31	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/888/185/GCF_001888185.1_ASM188818v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/888/185/GCF_001888185.1_ASM188818v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/888/185/GCF_001888185.1_ASM188818v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/888/185/GCF_001888185.1_ASM188818v1//_genomic.fna.gz	RS_GCF_001888185.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Phaeobacter;s__Phaeobacter porticola	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Phaeobacter	s__Phaeobacter porticola	True	True	True	True	4	complete	True
GCF_001889605.1	5210	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	79	0	reference genome	1670800	1670800	Aquibium oceanicum	Complete Genome	bacteria	5324561	65.000000	2	2	NCBI RefSeq	2026-03-05	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/889/605/GCF_001889605.1_ASM188960v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/889/605/GCF_001889605.1_ASM188960v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/889/605/GCF_001889605.1_ASM188960v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/889/605/GCF_001889605.1_ASM188960v1//_genomic.fna.gz	RS_GCF_001889605.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aquibium;s__Aquibium oceanicum	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Aquibium	s__Aquibium oceanicum	True	True	True	True	4	complete	True
