assembly_accession	cluster_id	window_bp	observed_mobile_count	control_mobile_count_mean	observed_mobile_present	control_mobile_present_mean	controls	count_difference	presence_difference
GCF_003544815.1	GCF_003544815.1:NZ_CP032100.1:sox_cluster_1	10000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_003544815.1	GCF_003544815.1:NZ_CP032100.1:sox_cluster_1	20000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_003544835.1	GCF_003544835.1:NZ_CP032099.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_003544835.1	GCF_003544835.1:NZ_CP032099.1:sox_cluster_1	10000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_003544835.1	GCF_003544835.1:NZ_CP032099.1:sox_cluster_1	20000	0	0.2	False	0.2	20	-0.2	-0.2
GCF_003544855.1	GCF_003544855.1:NZ_CP032101.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_003544855.1	GCF_003544855.1:NZ_CP032101.1:sox_cluster_1	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_003544855.1	GCF_003544855.1:NZ_CP032101.1:sox_cluster_1	20000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_003544895.1	GCF_003544895.1:NZ_CP032125.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_003544895.1	GCF_003544895.1:NZ_CP032125.1:sox_cluster_1	10000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_003544895.1	GCF_003544895.1:NZ_CP032125.1:sox_cluster_1	20000	0	0.3	False	0.2	20	-0.3	-0.2
GCF_003544915.1	GCF_003544915.1:NZ_CP032097.1:sox_cluster_1	5000	0	0.4	False	0.1	20	-0.4	-0.1
GCF_003544915.1	GCF_003544915.1:NZ_CP032097.1:sox_cluster_1	10000	0	0.8	False	0.25	20	-0.8	-0.25
GCF_003544915.1	GCF_003544915.1:NZ_CP032097.1:sox_cluster_1	20000	0	1.1	False	0.3	20	-1.1	-0.3
GCF_003544935.1	GCF_003544935.1:NZ_CP032098.1:sox_cluster_1	5000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_003544935.1	GCF_003544935.1:NZ_CP032098.1:sox_cluster_1	10000	0	0.25	False	0.15	20	-0.25	-0.15
GCF_003544935.1	GCF_003544935.1:NZ_CP032098.1:sox_cluster_1	20000	0	0.25	False	0.15	20	-0.25	-0.15
GCF_003568585.1	GCF_003568585.1:NZ_CP021130.1:sox_cluster_1	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_003568585.1	GCF_003568585.1:NZ_CP021130.1:sox_cluster_1	10000	0	0.25	False	0.2	20	-0.25	-0.2
GCF_003568585.1	GCF_003568585.1:NZ_CP021130.1:sox_cluster_1	20000	0	0.6	False	0.4	20	-0.6	-0.4
GCF_003568845.1	GCF_003568845.1:NZ_CP030126.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_003568845.1	GCF_003568845.1:NZ_CP030126.1:sox_cluster_1	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_003568845.1	GCF_003568845.1:NZ_CP030126.1:sox_cluster_1	20000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_003568845.1	GCF_003568845.1:NZ_CP030127.1:sox_cluster_2	5000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_003568845.1	GCF_003568845.1:NZ_CP030127.1:sox_cluster_2	10000	0	0.4	False	0.2	20	-0.4	-0.2
GCF_003568845.1	GCF_003568845.1:NZ_CP030127.1:sox_cluster_2	20000	1	0.75	True	0.35	20	0.25	0.65
GCF_003574215.1	GCF_003574215.1:NZ_AP018558.1:sox_cluster_1	5000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_003574215.1	GCF_003574215.1:NZ_AP018558.1:sox_cluster_1	10000	0	0.2	False	0.2	20	-0.2	-0.2
GCF_003574215.1	GCF_003574215.1:NZ_AP018558.1:sox_cluster_1	20000	0	0.2	False	0.2	20	-0.2	-0.2
GCF_003660105.1	GCF_003660105.1:NZ_CP032823.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_003660105.1	GCF_003660105.1:NZ_CP032823.1:sox_cluster_1	10000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_003660105.1	GCF_003660105.1:NZ_CP032823.1:sox_cluster_1	20000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_003711085.1	GCF_003711085.1:NZ_CP032363.1:sox_cluster_1	5000	0	0.35	False	0.15	20	-0.35	-0.15
GCF_003711085.1	GCF_003711085.1:NZ_CP032363.1:sox_cluster_1	10000	0	0.4	False	0.15	20	-0.4	-0.15
GCF_003711085.1	GCF_003711085.1:NZ_CP032363.1:sox_cluster_1	20000	0	0.4	False	0.15	20	-0.4	-0.15
GCF_003721225.2	GCF_003721225.2:NZ_CP127527.1:sox_cluster_1	5000	0	0.6	False	0.4	20	-0.6	-0.4
GCF_003721225.2	GCF_003721225.2:NZ_CP127527.1:sox_cluster_1	10000	0	0.7	False	0.45	20	-0.7	-0.45
GCF_003721225.2	GCF_003721225.2:NZ_CP127527.1:sox_cluster_1	20000	0	1.3	False	0.55	20	-1.3	-0.55
GCF_003966565.1	GCF_003966565.1:NZ_AP018718.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_003966565.1	GCF_003966565.1:NZ_AP018718.1:sox_cluster_1	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_003966565.1	GCF_003966565.1:NZ_AP018718.1:sox_cluster_1	20000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_003966715.1	GCF_003966715.1:NZ_AP018907.1:sox_cluster_1	5000	0	0.3	False	0.25	20	-0.3	-0.25
GCF_003966715.1	GCF_003966715.1:NZ_AP018907.1:sox_cluster_1	10000	0	0.4	False	0.3	20	-0.4	-0.3
GCF_003966715.1	GCF_003966715.1:NZ_AP018907.1:sox_cluster_1	20000	0	0.85	False	0.45	20	-0.85	-0.45
GCF_003966715.1	GCF_003966715.1:NZ_AP018907.1:sox_cluster_2	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_003966715.1	GCF_003966715.1:NZ_AP018907.1:sox_cluster_2	10000	0	0.35	False	0.3	20	-0.35	-0.3
GCF_003966715.1	GCF_003966715.1:NZ_AP018907.1:sox_cluster_2	20000	0	0.95	False	0.55	20	-0.95	-0.55
GCF_003967195.1	GCF_003967195.1:NZ_AP018725.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_003967195.1	GCF_003967195.1:NZ_AP018725.1:sox_cluster_1	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_003967195.1	GCF_003967195.1:NZ_AP018725.1:sox_cluster_1	20000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_003967195.1	GCF_003967195.1:NZ_AP018725.1:sox_cluster_2	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_003967195.1	GCF_003967195.1:NZ_AP018725.1:sox_cluster_2	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_003967195.1	GCF_003967195.1:NZ_AP018725.1:sox_cluster_2	20000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_003967195.1	GCF_003967195.1:NZ_AP018725.1:sox_cluster_3	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_003967195.1	GCF_003967195.1:NZ_AP018725.1:sox_cluster_3	10000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_003967195.1	GCF_003967195.1:NZ_AP018725.1:sox_cluster_3	20000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_003967275.1	GCF_003967275.1:NZ_AP018721.1:sox_cluster_1	5000	1	0.3	True	0.25	20	0.7	0.75
GCF_003967275.1	GCF_003967275.1:NZ_AP018721.1:sox_cluster_1	10000	1	0.3	True	0.25	20	0.7	0.75
GCF_003967275.1	GCF_003967275.1:NZ_AP018721.1:sox_cluster_1	20000	1	0.5	True	0.4	20	0.5	0.6
GCF_003970735.1	GCF_003970735.1:NZ_CP034588.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_003970735.1	GCF_003970735.1:NZ_CP034588.1:sox_cluster_1	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_003970735.1	GCF_003970735.1:NZ_CP034588.1:sox_cluster_1	20000	0	0.2	False	0.2	20	-0.2	-0.2
GCF_004001245.1	GCF_004001245.1:NZ_AP018724.1:sox_cluster_1	5000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_004001245.1	GCF_004001245.1:NZ_AP018724.1:sox_cluster_1	10000	0	0.35	False	0.3	20	-0.35	-0.3
GCF_004001245.1	GCF_004001245.1:NZ_AP018724.1:sox_cluster_1	20000	0	0.8	False	0.45	20	-0.8	-0.45
GCF_004001245.1	GCF_004001245.1:NZ_AP018724.1:sox_cluster_2	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_004001245.1	GCF_004001245.1:NZ_AP018724.1:sox_cluster_2	10000	0	0.4	False	0.35	20	-0.4	-0.35
GCF_004001245.1	GCF_004001245.1:NZ_AP018724.1:sox_cluster_2	20000	0	1.0	False	0.5	20	-1.0	-0.5
GCF_004001245.1	GCF_004001245.1:NZ_AP018724.1:sox_cluster_3	5000	0	0.35	False	0.25	20	-0.35	-0.25
GCF_004001245.1	GCF_004001245.1:NZ_AP018724.1:sox_cluster_3	10000	0	0.65	False	0.25	20	-0.65	-0.25
GCF_004001245.1	GCF_004001245.1:NZ_AP018724.1:sox_cluster_3	20000	0	0.9	False	0.3	20	-0.9	-0.3
GCF_004001245.1	GCF_004001245.1:NZ_AP018724.1:sox_cluster_4	5000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_004001245.1	GCF_004001245.1:NZ_AP018724.1:sox_cluster_4	10000	0	0.45	False	0.3	20	-0.45	-0.3
GCF_004001245.1	GCF_004001245.1:NZ_AP018724.1:sox_cluster_4	20000	0	0.65	False	0.45	20	-0.65	-0.45
GCF_004001245.1	GCF_004001245.1:NZ_AP018724.1:sox_cluster_5	5000	0	0.25	False	0.1	20	-0.25	-0.1
GCF_004001245.1	GCF_004001245.1:NZ_AP018724.1:sox_cluster_5	10000	1	0.45	True	0.2	20	0.55	0.8
GCF_004001245.1	GCF_004001245.1:NZ_AP018724.1:sox_cluster_5	20000	1	0.75	True	0.5	20	0.25	0.5
GCF_004006175.1	GCF_004006175.1:NZ_CP033219.1:sox_cluster_1	5000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_004006175.1	GCF_004006175.1:NZ_CP033219.1:sox_cluster_1	10000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_004006175.1	GCF_004006175.1:NZ_CP033219.1:sox_cluster_1	20000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_004063735.1	GCF_004063735.1:NZ_CP035091.1:sox_cluster_1	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_004063735.1	GCF_004063735.1:NZ_CP035091.1:sox_cluster_1	10000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_004063735.1	GCF_004063735.1:NZ_CP035091.1:sox_cluster_1	20000	0	0.4	False	0.25	20	-0.4	-0.25
GCF_004114915.1	GCF_004114915.1:NZ_CP022219.1:sox_cluster_1	5000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_004114915.1	GCF_004114915.1:NZ_CP022219.1:sox_cluster_1	10000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_004114915.1	GCF_004114915.1:NZ_CP022219.1:sox_cluster_1	20000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_004114915.1	GCF_004114915.1:NZ_CP022219.1:sox_cluster_2	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_004114915.1	GCF_004114915.1:NZ_CP022219.1:sox_cluster_2	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_004114915.1	GCF_004114915.1:NZ_CP022219.1:sox_cluster_2	20000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_004114915.1	GCF_004114915.1:NZ_CP022219.1:sox_cluster_3	5000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_004114915.1	GCF_004114915.1:NZ_CP022219.1:sox_cluster_3	10000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_004114915.1	GCF_004114915.1:NZ_CP022219.1:sox_cluster_3	20000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_004114935.1	GCF_004114935.1:NZ_CP022221.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_004114935.1	GCF_004114935.1:NZ_CP022221.1:sox_cluster_1	10000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_004114935.1	GCF_004114935.1:NZ_CP022221.1:sox_cluster_1	20000	0	0.25	False	0.25	20	-0.25	-0.25
GCF_004114935.1	GCF_004114935.1:NZ_CP022221.1:sox_cluster_2	5000	0	0.4	False	0.15	20	-0.4	-0.15
GCF_004114935.1	GCF_004114935.1:NZ_CP022221.1:sox_cluster_2	10000	0	0.8	False	0.25	20	-0.8	-0.25
GCF_004114935.1	GCF_004114935.1:NZ_CP022221.1:sox_cluster_2	20000	0	1.4	False	0.4	20	-1.4	-0.4
GCF_004114955.1	GCF_004114955.1:NZ_CP030053.1:sox_cluster_1	5000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_004114955.1	GCF_004114955.1:NZ_CP030053.1:sox_cluster_1	10000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_004114955.1	GCF_004114955.1:NZ_CP030053.1:sox_cluster_1	20000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_004114955.1	GCF_004114955.1:NZ_CP030053.1:sox_cluster_2	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_004114955.1	GCF_004114955.1:NZ_CP030053.1:sox_cluster_2	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_004114955.1	GCF_004114955.1:NZ_CP030053.1:sox_cluster_2	20000	0	0.0	False	0.0	20	0.0	0.0
GCF_004114955.1	GCF_004114955.1:NZ_CP030053.1:sox_cluster_3	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_004114955.1	GCF_004114955.1:NZ_CP030053.1:sox_cluster_3	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_004114955.1	GCF_004114955.1:NZ_CP030053.1:sox_cluster_3	20000	0	0.0	False	0.0	20	0.0	0.0
GCF_004114955.1	GCF_004114955.1:NZ_CP030053.1:sox_cluster_4	5000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_004114955.1	GCF_004114955.1:NZ_CP030053.1:sox_cluster_4	10000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_004114955.1	GCF_004114955.1:NZ_CP030053.1:sox_cluster_4	20000	0	0.35	False	0.25	20	-0.35	-0.25
GCF_004114955.1	GCF_004114955.1:NZ_CP030053.1:sox_cluster_5	5000	0	0.2	False	0.1	20	-0.2	-0.1
GCF_004114955.1	GCF_004114955.1:NZ_CP030053.1:sox_cluster_5	10000	0	0.25	False	0.15	20	-0.25	-0.15
GCF_004114955.1	GCF_004114955.1:NZ_CP030053.1:sox_cluster_5	20000	0	0.3	False	0.2	20	-0.3	-0.2
GCF_004114955.1	GCF_004114955.1:NZ_CP030053.1:sox_cluster_6	5000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_004114955.1	GCF_004114955.1:NZ_CP030053.1:sox_cluster_6	10000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_004114955.1	GCF_004114955.1:NZ_CP030053.1:sox_cluster_6	20000	0	0.4	False	0.35	20	-0.4	-0.35
GCF_004114975.1	GCF_004114975.1:NZ_CP030051.1:sox_cluster_1	5000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_004114975.1	GCF_004114975.1:NZ_CP030051.1:sox_cluster_1	10000	0	0.25	False	0.15	20	-0.25	-0.15
GCF_004114975.1	GCF_004114975.1:NZ_CP030051.1:sox_cluster_1	20000	0	0.45	False	0.25	20	-0.45	-0.25
GCF_004114975.1	GCF_004114975.1:NZ_CP030051.1:sox_cluster_2	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_004114975.1	GCF_004114975.1:NZ_CP030051.1:sox_cluster_2	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_004114975.1	GCF_004114975.1:NZ_CP030051.1:sox_cluster_2	20000	1	0.15	True	0.1	20	0.85	0.9
GCF_004114975.1	GCF_004114975.1:NZ_CP030051.1:sox_cluster_3	5000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_004114975.1	GCF_004114975.1:NZ_CP030051.1:sox_cluster_3	10000	0	0.2	False	0.1	20	-0.2	-0.1
GCF_004114975.1	GCF_004114975.1:NZ_CP030051.1:sox_cluster_3	20000	0	0.6	False	0.2	20	-0.6	-0.2
GCF_004114975.1	GCF_004114975.1:NZ_CP030051.1:sox_cluster_4	5000	0	0.3	False	0.2	20	-0.3	-0.2
GCF_004114975.1	GCF_004114975.1:NZ_CP030051.1:sox_cluster_4	10000	1	0.4	True	0.25	20	0.6	0.75
GCF_004114975.1	GCF_004114975.1:NZ_CP030051.1:sox_cluster_4	20000	1	0.4	True	0.25	20	0.6	0.75
GCF_004214795.1	GCF_004214795.1:NZ_CP035928.1:sox_cluster_1	5000	2	0.05	True	0.05	20	1.95	0.95
GCF_004214795.1	GCF_004214795.1:NZ_CP035928.1:sox_cluster_1	10000	2	0.25	True	0.25	20	1.75	0.75
GCF_004214795.1	GCF_004214795.1:NZ_CP035928.1:sox_cluster_1	20000	2	0.45	True	0.4	20	1.55	0.6
GCF_004214795.1	GCF_004214795.1:NZ_CP035928.1:sox_cluster_2	5000	0	0.5	False	0.35	20	-0.5	-0.35
GCF_004214795.1	GCF_004214795.1:NZ_CP035928.1:sox_cluster_2	10000	1	0.85	True	0.5	20	0.15000000000000002	0.5
GCF_004214795.1	GCF_004214795.1:NZ_CP035928.1:sox_cluster_2	20000	1	1.45	True	0.6	20	-0.44999999999999996	0.4
GCF_004214815.1	GCF_004214815.1:NZ_CP035926.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_004214815.1	GCF_004214815.1:NZ_CP035926.1:sox_cluster_1	10000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_004214815.1	GCF_004214815.1:NZ_CP035926.1:sox_cluster_1	20000	0	0.35	False	0.2	20	-0.35	-0.2
GCF_004299785.2	GCF_004299785.2:NZ_CP036246.2:sox_cluster_1	5000	1	1.5	True	0.55	20	-0.5	0.44999999999999996
GCF_004299785.2	GCF_004299785.2:NZ_CP036246.2:sox_cluster_1	10000	1	1.8	True	0.6	20	-0.8	0.4
GCF_004299785.2	GCF_004299785.2:NZ_CP036246.2:sox_cluster_1	20000	1	2.6	True	0.8	20	-1.6	0.19999999999999996
GCF_004323595.1	GCF_004323595.1:NZ_AP019373.1:sox_cluster_1	5000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_004323595.1	GCF_004323595.1:NZ_AP019373.1:sox_cluster_1	10000	0	0.3	False	0.2	20	-0.3	-0.2
GCF_004323595.1	GCF_004323595.1:NZ_AP019373.1:sox_cluster_1	20000	0	0.55	False	0.2	20	-0.55	-0.2
GCF_004353865.1	GCF_004353865.1:NZ_CP037867.1:sox_cluster_1	5000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_004353865.1	GCF_004353865.1:NZ_CP037867.1:sox_cluster_1	10000	0	0.3	False	0.15	20	-0.3	-0.15
GCF_004353865.1	GCF_004353865.1:NZ_CP037867.1:sox_cluster_1	20000	0	0.4	False	0.15	20	-0.4	-0.15
GCF_004684245.1	GCF_004684245.1:NZ_CP038452.1:sox_cluster_1	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_004684245.1	GCF_004684245.1:NZ_CP038452.1:sox_cluster_1	10000	0	0.25	False	0.25	20	-0.25	-0.25
GCF_004684245.1	GCF_004684245.1:NZ_CP038452.1:sox_cluster_1	20000	0	0.4	False	0.4	20	-0.4	-0.4
GCF_004786015.1	GCF_004786015.1:NZ_CP032096.1:sox_cluster_1	5000	0	0.3	False	0.15	20	-0.3	-0.15
GCF_004786015.1	GCF_004786015.1:NZ_CP032096.1:sox_cluster_1	10000	0	0.45	False	0.25	20	-0.45	-0.25
GCF_004786015.1	GCF_004786015.1:NZ_CP032096.1:sox_cluster_1	20000	0	0.95	False	0.45	20	-0.95	-0.45
GCF_004786015.1	GCF_004786015.1:NZ_CP032096.1:sox_cluster_2	5000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_004786015.1	GCF_004786015.1:NZ_CP032096.1:sox_cluster_2	10000	0	0.25	False	0.15	20	-0.25	-0.15
GCF_004786015.1	GCF_004786015.1:NZ_CP032096.1:sox_cluster_2	20000	0	0.45	False	0.25	20	-0.45	-0.25
GCF_005144885.1	GCF_005144885.1:NZ_CP039690.1:sox_cluster_1	5000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_005144885.1	GCF_005144885.1:NZ_CP039690.1:sox_cluster_1	10000	0	0.3	False	0.15	20	-0.3	-0.15
GCF_005144885.1	GCF_005144885.1:NZ_CP039690.1:sox_cluster_1	20000	0	0.45	False	0.2	20	-0.45	-0.2
GCF_005144885.1	GCF_005144885.1:NZ_CP039690.1:sox_cluster_2	5000	0	0.45	False	0.15	20	-0.45	-0.15
GCF_005144885.1	GCF_005144885.1:NZ_CP039690.1:sox_cluster_2	10000	0	0.5	False	0.2	20	-0.5	-0.2
GCF_005144885.1	GCF_005144885.1:NZ_CP039690.1:sox_cluster_2	20000	0	0.7	False	0.3	20	-0.7	-0.3
GCF_005234135.1	GCF_005234135.1:NZ_CP039964.1:sox_cluster_1	5000	0	0.8	False	0.3	20	-0.8	-0.3
GCF_005234135.1	GCF_005234135.1:NZ_CP039964.1:sox_cluster_1	10000	0	1.5	False	0.45	20	-1.5	-0.45
GCF_005234135.1	GCF_005234135.1:NZ_CP039964.1:sox_cluster_1	20000	0	2.75	False	0.5	20	-2.75	-0.5
GCF_005931095.1	GCF_005931095.1:NZ_CP035467.1:sox_cluster_1	5000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_005931095.1	GCF_005931095.1:NZ_CP035467.1:sox_cluster_1	10000	0	0.5	False	0.4	20	-0.5	-0.4
GCF_005931095.1	GCF_005931095.1:NZ_CP035467.1:sox_cluster_1	20000	3	0.8	True	0.55	20	2.2	0.44999999999999996
GCF_005931095.1	GCF_005931095.1:NZ_CP035467.1:sox_cluster_2	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_005931095.1	GCF_005931095.1:NZ_CP035467.1:sox_cluster_2	10000	0	0.4	False	0.35	20	-0.4	-0.35
GCF_005931095.1	GCF_005931095.1:NZ_CP035467.1:sox_cluster_2	20000	0	0.75	False	0.5	20	-0.75	-0.5
GCF_005931095.1	GCF_005931095.1:NZ_CP035467.1:sox_cluster_3	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_005931095.1	GCF_005931095.1:NZ_CP035467.1:sox_cluster_3	10000	0	0.2	False	0.2	20	-0.2	-0.2
GCF_005931095.1	GCF_005931095.1:NZ_CP035467.1:sox_cluster_3	20000	2	0.35	True	0.3	20	1.65	0.7
GCF_005931095.1	GCF_005931095.1:NZ_CP035467.1:sox_cluster_4	5000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_005931095.1	GCF_005931095.1:NZ_CP035467.1:sox_cluster_4	10000	0	0.35	False	0.25	20	-0.35	-0.25
GCF_005931095.1	GCF_005931095.1:NZ_CP035467.1:sox_cluster_4	20000	3	0.65	True	0.45	20	2.35	0.55
GCF_006459125.1	GCF_006459125.1:NZ_CP041070.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_006459125.1	GCF_006459125.1:NZ_CP041070.1:sox_cluster_1	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_006459125.1	GCF_006459125.1:NZ_CP041070.1:sox_cluster_1	20000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_006740765.1	GCF_006740765.1:NZ_CP041159.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_006740765.1	GCF_006740765.1:NZ_CP041159.1:sox_cluster_1	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_006740765.1	GCF_006740765.1:NZ_CP041159.1:sox_cluster_1	20000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_006740765.1	GCF_006740765.1:NZ_CP041159.1:sox_cluster_2	5000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_006740765.1	GCF_006740765.1:NZ_CP041159.1:sox_cluster_2	10000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_006740765.1	GCF_006740765.1:NZ_CP041159.1:sox_cluster_2	20000	0	0.65	False	0.3	20	-0.65	-0.3
GCF_006970865.1	GCF_006970865.1:NZ_CP035503.1:sox_cluster_1	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_006970865.1	GCF_006970865.1:NZ_CP035503.1:sox_cluster_1	10000	0	0.25	False	0.1	20	-0.25	-0.1
GCF_006970865.1	GCF_006970865.1:NZ_CP035503.1:sox_cluster_1	20000	0	0.85	False	0.2	20	-0.85	-0.2
GCF_007922615.2	GCF_007922615.2:NZ_CP042301.2:sox_cluster_1	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_007922615.2	GCF_007922615.2:NZ_CP042301.2:sox_cluster_1	10000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_007922615.2	GCF_007922615.2:NZ_CP042301.2:sox_cluster_1	20000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_007954405.1	GCF_007954405.1:NZ_CP042344.1:sox_cluster_1	5000	1	0.15	True	0.1	20	0.85	0.9
GCF_007954405.1	GCF_007954405.1:NZ_CP042344.1:sox_cluster_1	10000	1	0.15	True	0.1	20	0.85	0.9
GCF_007954405.1	GCF_007954405.1:NZ_CP042344.1:sox_cluster_1	20000	1	0.2	True	0.1	20	0.8	0.9
GCF_008000835.1	GCF_008000835.1:NZ_CP042812.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_008000835.1	GCF_008000835.1:NZ_CP042812.1:sox_cluster_1	10000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_008000835.1	GCF_008000835.1:NZ_CP042812.1:sox_cluster_1	20000	0	0.35	False	0.25	20	-0.35	-0.25
GCF_008274805.1	GCF_008274805.1:NZ_CP022579.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_008274805.1	GCF_008274805.1:NZ_CP022579.1:sox_cluster_1	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_008274805.1	GCF_008274805.1:NZ_CP022579.1:sox_cluster_1	20000	0	0.0	False	0.0	20	0.0	0.0
GCF_008329925.1	GCF_008329925.1:NZ_CP035708.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_008329925.1	GCF_008329925.1:NZ_CP035708.1:sox_cluster_1	10000	0	0.3	False	0.25	20	-0.3	-0.25
GCF_008329925.1	GCF_008329925.1:NZ_CP035708.1:sox_cluster_1	20000	0	0.5	False	0.25	20	-0.5	-0.25
GCF_008630635.1	GCF_008630635.1:NZ_CP043869.1:sox_cluster_1	5000	0	0.25	False	0.15	20	-0.25	-0.15
GCF_008630635.1	GCF_008630635.1:NZ_CP043869.1:sox_cluster_1	10000	0	0.25	False	0.15	20	-0.25	-0.15
GCF_008630635.1	GCF_008630635.1:NZ_CP043869.1:sox_cluster_1	20000	0	0.3	False	0.2	20	-0.3	-0.2
GCF_008728195.1	GCF_008728195.1:NZ_CP031598.1:sox_cluster_1	5000	0	0.3	False	0.15	20	-0.3	-0.15
GCF_008728195.1	GCF_008728195.1:NZ_CP031598.1:sox_cluster_1	10000	0	0.55	False	0.2	20	-0.55	-0.2
